ObjectID,Route Location:,Route ID:,Select the statement that best describes the amount and distribution of litter in the street.,Does litter obstruct the street?,Select the statement that best describes the amount and distribution of litter on the sidewalk.,How many large abandoned items are present?,What types of items are present? (select all that apply),Other dumped items:,Does illegal dumping obstruct the street?,How many instances of graffiti are present on private property or on the sidewalk or non-painted curb immediately adjacent to private property?,How many instances of graffiti are present on SF gov property?,How many instances of graffiti are present on other property?,Select the statement that best describes the amount and distribution of broken glass on the street and sidewalk:,How many instances of broken glass are present along the sidewalk and street?,How many instances of feces are present?,How many abandoned syringes are present?,How many used or opened condoms are present?,How many dead animals are present?,Does the route have one or more trash receptacles?,Are any trash receptacles overflowing?,Is sidewalk clearance less than 4 feet wide or 8 feet high at any point?,"If yes, identify the cause (select all that apply)",Other sidewalk obstructions:,Does the sidewalk have any defects that have not been marked for repair?,Does the sidewalk have any marked defects that have not been repaired?,How severe are the pavement defects?,Do you detect any strong unpleasant or offensive odors along the street or sidewalk?,"If yes, is the odor from a sewer or catch basin?",Does the route have one or more transit shelters?,Which of the following issues are present in or on any of the transit shelters along the route?,Is this route predominantly residential or commercial/industrial/mixed use?,CreationDate,x,y,the_geom,SF Find Neighborhoods 2,Analysis Neighborhoods 2,Current Supervisor Districts 2
68,Fillmore St BETWEEN Union St AND Filbert St,4824,2,0,2,0,,,,12,2,2,2,1,0,0,0,0,1,0,0,,,1,1,1,0,,1,62,1,01/21/2022 09:29:41 PM,-122.435597239756,37.7975600071301,POINT (-122.435597239756 37.7975600071301),15,13,6
2121,Vallejo St BETWEEN Powell St AND Mason St,15934,4,0,4,1,3,,0,2,35,7,1,,3,0,0,0,0,,0,,,1,1,3,0,,0,,1,08/05/2022 01:20:47 AM,-122.4112892378,37.7982739219527,POINT (-122.4112892378 37.7982739219527),107,6,3
3457,Castro St BETWEEN Duboce Ave AND 14th St,5970,3,0,2,0,,,,0,11,5,1,,0,0,0,0,1,0,0,,,1,0,2,0,,1,125,1,01/20/2023 05:51:29 PM,-122.435709175231,37.7681932067253,POINT (-122.435709175231 37.7681932067253),28,5,5
2371,05th St BETWEEN Folsom St AND Harrison St,1234,3,0,4,4,3726,,0,12,44,10,3,8,8,0,0,0,0,,0,,,1,0,3,0,,0,,1,09/22/2022 07:31:39 PM,-122.402615234774,37.7796485549999,POINT (-122.402615234774 37.7796485549999),32,34,10
573,San Bruno Ave BETWEEN Woolsey St AND Paul Ave,14228,4,0,4,4,493,,0,43,35,3,4,1,0,0,0,0,0,,0,,,1,0,2,0,,0,,1,02/16/2022 07:02:52 PM,-122.402343893252,37.7245824949814,POINT (-122.402343893252 37.7245824949814),91,25,2
853,Clement St BETWEEN 25th Ave AND 26th Ave,10219,2,0,3,3,63,,0,64,13,6,3,1,2,0,0,0,0,,0,,,0,0,,0,,0,,1,03/31/2022 10:16:55 PM,-122.485423019235,37.7820049989061,POINT (-122.485423019235 37.7820049989061),8,29,4
3316,03rd St BETWEEN Thornton Ave AND Williams Ave,6316,4,0,5,0,,,,28,31,0,5,8,0,0,0,0,1,0,1,13,,1,1,2,0,,1,12695,1,12/16/2022 05:14:43 PM,-122.392329758333,37.7299671943309,POINT (-122.392329758333 37.7299671943309),86,1,9
1398,Sutter St BETWEEN Grant Ave AND Stockton St,1549,3,0,3,0,,,,10,5,4,1,,1,0,0,0,1,0,0,,,1,0,2,0,,0,,1,05/27/2022 08:34:02 PM,-122.406191046136,37.7895375888218,POINT (-122.406191046136 37.7895375888218),19,8,3
647,24th St BETWEEN Folsom St AND South Van Ness Ave,2527,2,0,2,3,35,,0,67,70,5,1,,0,0,0,0,1,0,0,,,1,0,2,0,,1,59,1,02/18/2022 10:01:08 PM,-122.41518898345,37.752444374659,POINT (-122.41518898345 37.752444374659),53,20,2
2146,Somerset St BETWEEN Campbell Ave AND San Bruno Ave,9355,4,0,5,0,,,,0,18,0,3,4,5,0,0,0,0,,1,133,,1,0,3,0,,0,,2,08/12/2022 09:45:01 PM,-122.402355769879,37.7141040017512,POINT (-122.402355769879 37.7141040017512),75,40,9
3091,Geary Blvd BETWEEN 18th Ave AND 19th Ave,7364,3,0,2,1,3118,,0,44,41,1,2,1,0,0,0,0,1,0,0,,,0,0,,0,,0,,1,12/07/2022 07:39:48 PM,-122.477778441508,37.7804739412237,POINT (-122.477778441508 37.7804739412237),5,29,4
262,Grant Ave BETWEEN Vallejo St AND Green St,8839,4,0,2,3,5,,0,31,26,14,4,2,0,0,0,0,1,1,0,,,1,0,1,0,,0,,1,02/02/2022 07:28:38 PM,-122.407314033666,37.7992449397228,POINT (-122.407314033666 37.7992449397228),106,23,3
4160,Irving St BETWEEN 09th Ave AND 10th Ave,2832,2,0,2,0,,,,2,10,0,2,1,0,0,0,0,1,0,0,,,0,0,,0,,0,,1,03/02/2023 09:27:27 PM,-122.466846926358,37.7640134407891,POINT (-122.466846926358 37.7640134407891),109,14,11
1353,Taraval St BETWEEN 24th Ave AND 25th Ave,9072,4,0,4,4,113,sign,0,4,6,26,4,2,1,0,0,0,1,1,0,,,1,0,2,0,,0,,1,05/27/2022 03:21:28 PM,-122.481598812918,37.7427957820202,POINT (-122.481598812918 37.7427957820202),40,35,7
599,Justin Dr BETWEEN Benton Ave AND College Ave,10697,2,0,2,5,6,Crutches,0,0,0,0,2,1,0,0,0,0,0,,0,,,0,0,,0,,0,,2,02/17/2022 12:28:53 AM,-122.422443068015,37.7323464304657,POINT (-122.422443068015 37.7323464304657),93,2,2
1567,Fillmore St BETWEEN Pine St AND California St,8508,2,0,2,1,3,,0,4,5,0,1,,1,0,0,0,1,0,0,,,1,0,2,0,,1,5,1,06/09/2022 06:06:13 PM,-122.43375660701,37.7884332229335,POINT (-122.43375660701 37.7884332229335),103,30,6
2033,Bryant St BETWEEN Dore St AND 10Th St,13655,2,0,2,0,,,,5,1,0,1,,0,0,0,0,1,0,0,,,1,0,2,0,,0,,1,07/29/2022 05:15:40 PM,-122.409448342746,37.7705893242835,POINT (-122.409448342746 37.7705893242835),32,34,10
2738,Market St BETWEEN Gough St AND Octavia St,9488,4,0,4,1,4,,0,63,93,56,5,11,8,2,0,0,1,0,0,,,1,0,1,0,,1,129,1,11/03/2022 08:01:23 PM,-122.422634005827,37.7724543373457,POINT (-122.422634005827 37.7724543373457),32,20,10
3673,Junipero Serra Blvd BETWEEN Moncada Way AND Paloma Ave,16036,2,0,2,0,,,,0,1,0,1,,0,0,0,0,0,,0,,,1,0,2,0,,0,,2,02/07/2023 09:44:59 PM,-122.471571470068,37.7293430606283,POINT (-122.471571470068 37.7293430606283),67,41,8
4486,Whitney Young Cir BETWEEN Newcomb Ave AND Hawkins Ln,15510,3,0,4,3,9100,propane tank,0,0,0,0,1,,0,0,0,0,0,,1,13,,1,0,2,0,,0,,2,04/06/2023 04:29:16 PM,-122.384837870847,37.734180441442,POINT (-122.384837870847 37.734180441442),86,1,9
3934,Kirkham St BETWEEN 18th Ave AND 19th Ave,4624,2,0,3,0,,,,0,4,0,4,1,0,0,0,0,0,,0,,,1,0,2,0,,0,,1,02/17/2023 09:42:28 PM,-122.476305227798,37.7598566861195,POINT (-122.476305227798 37.7598566861195),109,14,8
2550,Ocean Ave BETWEEN Woodacre Dr AND 19th Ave,10964,3,0,3,1,3,,0,0,94,0,1,,0,0,0,0,1,0,0,,,1,0,2,0,,0,,1,10/14/2022 05:30:28 PM,-122.474078817146,37.7320627092517,POINT (-122.474078817146 37.7320627092517),62,41,8
382,Bush St BETWEEN Leavenworth St AND Hyde St,12649,4,0,2,1,379,,1,24,18,6,4,1,6,0,0,0,0,,0,,,1,1,1,0,,1,912,1,02/07/2022 08:05:42 PM,-122.416207617287,37.7892199614309,POINT (-122.416207617287 37.7892199614309),50,21,3
4182,Sacramento St BETWEEN Franklin St AND Gough St,9753,2,0,3,0,,,,8,22,9,2,1,3,0,0,0,0,,1,0,construction vehicle,0,0,,0,,0,,2,03/03/2023 07:37:14 PM,-122.424981804026,37.7909778690981,POINT (-122.424981804026 37.7909778690981),102,30,6
673,Pacific Ave BETWEEN Montgomery St AND Kearny St,618,2,0,2,1,5,,0,7,4,2,1,,0,0,0,0,0,,0,,,1,0,3,0,,0,,1,02/22/2022 11:20:43 PM,-122.404510445563,37.7971993002662,POINT (-122.404510445563 37.7971993002662),106,23,3
1561,Pacific Ave BETWEEN Octavia St AND Laguna St,10591,2,0,2,3,611,,0,0,2,0,1,,0,0,0,0,0,,0,,,1,1,1,0,,0,,2,06/09/2022 05:20:59 PM,-122.428994736504,37.7940872716115,POINT (-122.428994736504 37.7940872716115),102,30,6
467,Leavenworth St BETWEEN Post St AND Sutter St,8028,3,0,2,2,6,,0,25,35,12,4,1,2,0,0,0,1,0,0,,,1,0,3,0,,1,59612,1,02/09/2022 10:01:48 PM,-122.415103560853,37.7879258332338,POINT (-122.415103560853 37.7879258332338),50,21,3
1470,Wilder St BETWEEN Carrie St AND Diamond St,15499,1,,1,0,,,,0,2,3,1,,0,0,0,0,0,,1,13,Outdoor storage compartment,0,0,,0,,0,,2,06/02/2022 10:34:32 PM,-122.433405539109,37.7341480069912,POINT (-122.433405539109 37.7341480069912),96,10,5
3056,Central Ave BETWEEN Fell St AND Hayes St,5912,2,0,3,1,10,,0,5,2,1,2,1,1,0,0,0,0,,0,,,1,0,2,0,,0,,2,12/06/2022 07:47:13 PM,-122.444310396752,37.7736807765212,POINT (-122.444310396752 37.7736807765212),24,18,11
2438,19th St BETWEEN Tennessee St AND Minnesota St,4560,3,0,3,0,,,,4,38,1,5,2,0,0,0,0,0,,0,,,1,0,1,0,,0,,1,10/03/2022 08:32:10 PM,-122.390090549383,37.7616814819993,POINT (-122.390090549383 37.7616814819993),55,26,9
1366,Irving St BETWEEN 26th Ave AND 27th Ave,6556,2,0,2,1,9,,0,0,0,0,1,,1,0,0,0,1,0,0,,,1,0,1,0,,0,,1,05/27/2022 05:05:19 PM,-122.485175996007,37.7632126625459,POINT (-122.485175996007 37.7632126625459),39,35,7
233,05th Ave BETWEEN Lincoln Way AND Hugo St,5725,2,0,2,0,,,,0,3,3,2,1,0,0,0,0,0,,0,,,0,0,,0,,0,,2,02/01/2022 06:55:46 PM,-122.46214224979,37.7656407826695,POINT (-122.46214224979 37.7656407826695),109,14,11
2533,Beach St BETWEEN Scott St AND Divisadero St,8111,3,0,2,0,,,,0,45,5,4,1,0,0,0,0,0,,0,,,1,0,2,0,,0,,1,10/13/2022 05:37:16 PM,-122.442771065241,37.803810735591,POINT (-122.442771065241 37.803810735591),17,13,6
2212,Kearny St BETWEEN Washington St AND Jackson St,8559,2,0,2,0,,,,21,16,6,1,,0,0,0,0,1,0,0,,,1,1,3,0,,1,5,1,08/19/2022 11:32:53 PM,-122.405063307416,37.7957737698355,POINT (-122.405063307416 37.7957737698355),104,6,3
3976,Taraval St BETWEEN 34th Ave AND 35th Ave,11485,2,0,4,0,,,,1,9,6,1,,1,0,0,0,0,,0,,,1,0,2,0,,0,,1,02/21/2023 06:46:09 PM,-122.492302418293,37.7423193364909,POINT (-122.492302418293 37.7423193364909),40,35,7
3765,Mission St BETWEEN Beale St AND Fremont St,9823,3,0,3,0,,,,0,4,0,1,,0,0,0,0,1,0,1,2,,0,0,,0,,1,5,1,02/14/2023 04:59:08 AM,-122.396251560318,37.7908069389592,POINT (-122.396251560318 37.7908069389592),108,8,10
4243,Springfield Dr BETWEEN Ocean Ave AND Eucalyptus Dr,13786,2,0,3,0,,,,0,0,0,1,,0,0,0,0,0,,1,3,,1,0,1,0,,0,,2,03/08/2023 08:27:13 PM,-122.48799409819,37.7315666717665,POINT (-122.48799409819 37.7315666717665),62,35,8
123,24th St BETWEEN Castro St AND Diamond St,2466,2,0,3,2,34,,0,2,0,0,1,,0,0,0,0,1,0,0,,,1,0,3,0,,0,,1,01/26/2022 08:44:50 PM,-122.435207330499,37.7512334238958,POINT (-122.435207330499 37.7512334238958),84,22,5
897,Clayton St BETWEEN Parnassus Ave AND Ashbury St,5702,2,0,3,2,54,,0,0,0,0,1,,0,0,0,0,0,,1,13,,1,1,3,0,,0,,2,04/05/2022 09:39:08 PM,-122.447254287329,37.7639448008226,POINT (-122.447254287329 37.7639448008226),114,3,11
325,Oak St BETWEEN Franklin St AND Gough St,8139,2,0,2,2,74,,0,8,0,5,1,,0,0,0,0,1,1,1,120,cars parked on sidewalk,1,0,2,0,,0,,1,02/04/2022 04:06:07 PM,-122.421792636546,37.7751335559103,POINT (-122.421792636546 37.7751335559103),21,9,11
3828,Head St BETWEEN Shields St AND Garfield St,2637,2,0,2,0,,,,0,1,2,1,,0,0,0,0,0,,1,13,,1,0,3,0,,0,,2,02/16/2023 06:44:19 PM,-122.464450357724,37.7188081451429,POINT (-122.464450357724 37.7188081451429),64,24,1
850,Geary Blvd BETWEEN 24th Ave AND 25th Ave,7355,3,0,2,0,,,,34,6,1,4,2,1,0,0,0,1,0,0,,,1,0,2,0,,1,5126,1,03/31/2022 09:30:49 PM,-122.484215522695,37.7801914844276,POINT (-122.484215522695 37.7801914844276),8,29,4
4507,Laguna Honda Blvd BETWEEN Idora Ave AND Ulloa St,1316,2,0,2,0,,,,0,0,0,2,1,0,0,0,0,0,,1,130,street sign,0,0,,0,,0,,2,04/10/2023 07:49:17 PM,-122.456235642642,37.7437541165133,POINT (-122.456235642642 37.7437541165133),49,41,8
3090,Locust St BETWEEN Pacific Ave AND Jackson St,13037,2,0,2,0,,,,0,10,3,1,,0,0,0,0,0,,1,13,,1,0,2,0,,0,,2,12/07/2022 07:36:02 PM,-122.452550146983,37.7905347243256,POINT (-122.452550146983 37.7905347243256),10,31,6
2011,San Bruno Ave BETWEEN Burrows St AND Bacon St,14230,2,0,3,4,7,,0,62,29,13,1,,0,0,0,0,1,1,0,,,0,0,,0,,1,5129,1,07/28/2022 05:29:24 PM,-122.403859501155,37.7282395051833,POINT (-122.403859501155 37.7282395051833),91,25,2
2393,Bush St BETWEEN Larkin St AND Polk St,12647,4,0,4,2,93,,0,18,35,6,5,4,1,0,0,0,1,0,1,5,,1,0,2,0,,0,,1,09/23/2022 06:28:19 PM,-122.419481379118,37.7888043323998,POINT (-122.419481379118 37.7888043323998),50,21,3
584,Teresita Blvd BETWEEN Arroyo Way AND Bella Vista Way,16445,2,0,2,0,,,,0,0,6,1,,0,0,0,0,0,,1,133,,1,0,3,0,,0,,2,02/16/2022 10:01:10 PM,-122.446160537267,37.7385519495233,POINT (-122.446160537267 37.7385519495233),72,41,8
3023,Oakdale Ave BETWEEN Phelps St AND Dunshee St,8763,3,0,4,1,2,,0,5,79,0,5,12,0,0,0,0,1,0,0,,,1,0,1,0,,0,,1,12/02/2022 08:11:54 PM,-122.394606078483,37.737021143068,POINT (-122.394606078483 37.737021143068),86,1,9
4014,Santiago St BETWEEN 27th Ave AND 28th Ave,9719,3,0,4,0,,,,0,8,5,4,1,1,0,0,0,0,,0,,,1,0,1,0,,0,,2,02/22/2023 07:18:42 PM,-122.484930536746,37.7445163527321,POINT (-122.484930536746 37.7445163527321),40,35,7
2459,Lombard St BETWEEN Van Ness Ave AND Franklin St,322,5,0,4,3,511,,0,10,52,2,5,2,1,0,0,0,0,,0,,,1,0,3,0,,0,,1,10/04/2022 04:51:53 PM,-122.425347578247,37.801137299435,POINT (-122.425347578247 37.801137299435),15,13,6
4553,Palou Ave BETWEEN 03rd St AND Newhall St,444,3,0,4,20,6141234811910,,0,0,0,0,5,3,2,0,0,0,0,,1,1213,,1,0,2,0,,0,,1,04/12/2023 05:59:21 PM,-122.391871903202,37.7345259902961,POINT (-122.391871903202 37.7345259902961),87,1,9
4236,Cardenas Ave BETWEEN Gonzalez Dr AND Cambon Dr,6053,2,0,2,0,,,,0,5,0,1,,0,0,0,0,0,,1,13,,1,0,2,0,,0,,2,03/08/2023 06:56:02 PM,-122.475191605205,37.7190017516486,POINT (-122.475191605205 37.7190017516486),42,16,8
119,Castro St BETWEEN 24th St AND Jersey St,13575,4,0,2,3,35,,0,1,0,0,1,,0,0,0,0,1,0,0,,,1,0,1,0,,1,1,1,01/26/2022 08:16:42 PM,-122.434061230215,37.7509042695813,POINT (-122.434061230215 37.7509042695813),84,22,5
4647,Park St BETWEEN San Jose Ave AND Mission St,408,2,0,2,1,10,,0,0,3,0,1,,0,0,0,0,0,,1,12,,1,0,3,0,,0,,1,04/24/2023 06:30:08 PM,-122.424885039301,37.7366773840315,POINT (-122.424885039301 37.7366773840315),61,2,5
4710,29th St BETWEEN Sanchez St AND Noe St,4963,2,0,2,2,411,,0,0,4,7,1,,1,0,0,0,1,0,1,13,,1,1,3,0,,0,,2,05/01/2023 09:55:56 PM,-122.429991512533,37.7434980453892,POINT (-122.429991512533 37.7434980453892),84,22,5
3374,California St BETWEEN Baker St AND Lyon St,1484,4,0,4,0,,,,0,5,0,4,1,0,0,0,0,0,,0,,,1,0,2,0,,0,,2,01/12/2023 09:37:43 PM,-122.444577733584,37.7875426910462,POINT (-122.444577733584 37.7875426910462),102,30,6
2628,Mission St BETWEEN Appleton Ave AND Highland Ave,12465,3,0,5,13,3116410,,0,27,101,23,5,2,0,0,0,0,1,0,0,,,1,0,2,0,,0,,2,10/21/2022 08:11:18 PM,-122.423994466596,37.7381247665514,POINT (-122.423994466596 37.7381247665514),61,2,2
3356,Clay St BETWEEN Laguna St AND Buchanan St,10181,3,0,4,0,,,,0,0,4,1,,0,0,0,0,1,0,0,,,1,0,2,0,,0,,2,01/12/2023 06:19:52 PM,-122.43009203581,37.7912340761534,POINT (-122.43009203581 37.7912340761534),102,30,6
563,Cabrillo St BETWEEN 44th Ave AND 45th Ave,3239,2,0,2,0,,,,0,0,0,2,1,1,0,-1,0,0,,0,,,0,1,1,0,,0,,2,02/15/2022 09:26:57 PM,-122.505226896205,37.7734856748879,POINT (-122.505226896205 37.7734856748879),8,29,4
3428,San Bruno Ave BETWEEN End AND 22nd St,10292,3,0,3,2,11,,0,0,2,0,1,,0,0,0,0,0,,1,123,,1,0,2,0,,0,,1,01/19/2023 08:59:21 PM,-122.404764909537,37.7572954155168,POINT (-122.404764909537 37.7572954155168),54,20,9
4045,Church St BETWEEN 18th St AND 19th St,4707,2,0,3,1,94,,0,12,8,0,2,1,0,0,0,0,0,,0,,,0,0,,0,,0,,2,02/23/2023 12:15:21 AM,-122.428278191724,37.7604905982238,POINT (-122.428278191724 37.7604905982238),37,5,5
4025,19th St BETWEEN Sanchez St AND Noe St,73,2,0,2,0,,,,4,9,2,5,2,1,0,0,0,0,,0,,,1,1,3,0,,0,,2,02/22/2023 08:45:24 PM,-122.431529056397,37.759490381399,POINT (-122.431529056397 37.759490381399),52,5,5
109,Alana Way BETWEEN Executive Park Blvd AND Harney Way,468,2,0,2,0,,,,0,1,0,1,,0,0,0,0,0,,1,13,,1,0,3,0,,0,,,01/26/2022 06:34:13 PM,-122.39356492478,37.7090307282204,POINT (-122.39356492478 37.7090307282204),79,1,9
1242,The Embarcadero BETWEEN Bryant St AND Harrison St,16404,2,0,3,4,347,,0,0,13,0,1,,0,0,0,0,1,0,0,,,1,0,1,0,,0,,1,05/23/2022 10:17:47 PM,-122.388117483405,37.7883382129311,POINT (-122.388117483405 37.7883382129311),30,8,10
159,Van Ness Ave BETWEEN Green St AND Union St,15819,2,0,2,3,735,,1,6,8,4,2,1,3,0,0,0,1,0,0,,,0,0,,0,,0,,1,01/28/2022 06:50:49 PM,-122.423798252978,37.7981025118148,POINT (-122.423798252978 37.7981025118148),105,32,6
2417,Divisadero St BETWEEN Haight St AND Page St,1028,4,0,3,0,,,,29,35,9,4,1,1,0,0,0,1,0,1,13,,1,0,2,0,,1,12,1,09/30/2022 08:04:37 PM,-122.437091338398,37.7717415541695,POINT (-122.437091338398 37.7717415541695),26,3,11
3693,Gough St BETWEEN Golden Gate Ave AND Turk St,2738,3,0,3,3,3,,0,3,18,18,4,1,0,0,0,0,0,,0,,,1,1,2,0,,0,,1,02/08/2023 08:34:12 PM,-122.423824403835,37.7810736169642,POINT (-122.423824403835 37.7810736169642),100,39,11
128,18th St BETWEEN Noe St AND Hartford St,12112,2,0,2,0,,,,1,0,0,1,,0,0,0,0,0,,0,,,1,0,3,0,,0,,1,01/26/2022 09:43:55 PM,-122.433361757917,37.7609929684687,POINT (-122.433361757917 37.7609929684687),38,5,5
3096,Geary Blvd BETWEEN 21st Ave AND 22nd Ave,1300,2,0,3,0,,,,78,25,16,2,1,0,0,0,0,1,0,0,,,0,0,,0,,0,,1,12/07/2022 08:10:43 PM,-122.480988794856,37.7803278381191,POINT (-122.480988794856 37.7803278381191),8,29,4
624,Howard St BETWEEN 11th St AND 12th St,6688,3,0,4,1,3,,0,39,7,25,1,,0,0,0,0,0,,0,,,1,1,2,0,,0,,1,02/18/2022 04:10:25 PM,-122.41631111758,37.7724660464475,POINT (-122.41631111758 37.7724660464475),32,20,10
3503,Leavenworth St BETWEEN Beach St AND Jefferson St,8921,3,0,3,0,,,,0,1,0,4,1,1,0,0,0,1,0,0,,,1,0,3,0,,0,,1,01/23/2023 10:48:37 PM,-122.418997056025,37.8073330746624,POINT (-122.418997056025 37.8073330746624),99,32,6
763,Howard St BETWEEN 04th St AND 05th St,6703,2,0,3,0,,,,5,2,3,1,,0,0,0,0,1,0,0,,,1,0,2,0,,0,,1,03/18/2022 04:08:03 PM,-122.403833976425,37.7823843238549,POINT (-122.403833976425 37.7823843238549),32,34,10
1941,34th Ave BETWEEN Yorba St AND Sloat Blvd,1807,2,0,2,1,11,,0,0,2,0,2,1,0,0,0,0,0,,1,13,,1,0,3,0,,0,,2,07/23/2022 12:29:19 AM,-122.491290279275,37.734674065118,POINT (-122.491290279275 37.734674065118),40,35,7
2400,Larkin St BETWEEN Broadway AND Vallejo St,2947,4,0,4,2,411,,0,3,8,8,2,2,3,0,0,0,0,,0,,,1,1,2,0,,0,,2,09/30/2022 03:06:51 PM,-122.420213202444,37.7966017237649,POINT (-122.420213202444 37.7966017237649),107,32,3
1209,Lawton St BETWEEN 23rd Ave AND 24th Ave,1184,2,0,2,0,,,,0,1,0,2,1,0,0,0,0,0,,0,,,1,0,1,0,,0,,2,05/17/2022 11:53:50 PM,-122.481566927217,37.7577595936943,POINT (-122.481566927217 37.7577595936943),39,35,7
589,Mission St BETWEEN Santa Marina St AND Appleton Ave,12466,3,0,3,3,5,,0,53,91,0,3,1,0,0,0,0,1,0,0,,,1,0,2,0,,0,,1,02/16/2022 10:42:13 PM,-122.423652958566,37.73979663165,POINT (-122.423652958566 37.73979663165),61,2,5
2340,04th St BETWEEN Folsom St AND Harrison St,5876,3,0,3,1,0,safe,0,1,54,9,4,1,1,0,0,0,1,0,0,,,1,0,1,0,,0,,1,09/13/2022 10:26:05 PM,-122.400387969825,37.7814078774452,POINT (-122.400387969825 37.7814078774452),32,34,10
2066,Bernal Heights Blvd BETWEEN Anderson St AND Moultrie St,12908,2,0,2,0,,,,0,5,0,1,,0,0,0,0,0,,0,,,0,0,,0,,0,,1,07/29/2022 11:20:33 PM,-122.415453997239,37.7421493871007,POINT (-122.415453997239 37.7421493871007),83,2,2
4265,Dashiell Hammett St BETWEEN Bush St AND Pine St,9115,3,0,3,1,11,,0,32,55,13,2,1,0,0,0,0,0,,0,,,0,1,2,0,,0,,1,03/09/2023 07:16:57 PM,-122.407964684324,37.7907401028687,POINT (-122.407964684324 37.7907401028687),16,21,3
4381,17th St BETWEEN Douglass St AND Ord St,12173,2,0,2,0,,,,0,0,0,1,,0,0,0,0,1,0,0,,,1,1,2,0,,0,,2,03/23/2023 06:50:15 PM,-122.439829801338,37.7622067216194,POINT (-122.439829801338 37.7622067216194),113,5,5
1122,Clement St BETWEEN 30th Ave AND 31st Ave,13668,3,0,3,0,,,,1,1,0,2,1,0,0,0,0,0,,0,,,1,0,1,0,,0,,1,05/07/2022 12:05:24 AM,-122.490778196444,37.7817556864529,POINT (-122.490778196444 37.7817556864529),8,29,4
3916,Moraga St BETWEEN 09th Ave AND 10th Ave,8347,2,0,3,1,4,,0,0,0,0,1,,0,0,0,0,0,,0,,,1,0,2,0,,0,,2,02/17/2023 07:53:35 PM,-122.466326111903,37.7565579635672,POINT (-122.466326111903 37.7565579635672),44,14,8
65,Greenwich St BETWEEN Buchanan St AND Webster St,1312,4,0,2,0,,,,0,4,0,2,1,1,0,0,0,1,0,0,,,0,0,,0,,0,,2,01/21/2022 08:52:15 PM,-122.433415788887,37.7992701566267,POINT (-122.433415788887 37.7992701566267),15,13,6
2358,Ofarrell St BETWEEN Leavenworth St AND Hyde St,8974,3,0,3,0,,,,30,78,20,2,2,3,0,0,0,1,0,0,,,1,0,1,0,,0,,1,09/16/2022 08:42:45 PM,-122.415438458181,37.7854792273521,POINT (-122.415438458181 37.7854792273521),20,36,10
1177,Collingwood St BETWEEN 18th St AND 19th St,1067,2,0,2,1,5,,0,1,6,1,2,2,1,0,0,0,1,0,0,,,1,1,1,0,,0,,2,05/13/2022 11:46:42 PM,-122.436048618932,37.7600282708991,POINT (-122.436048618932 37.7600282708991),38,5,5
266,Moultrie St BETWEEN Ogden Ave AND Crescent Ave,12331,2,0,2,0,,,,1,4,0,1,,0,0,0,0,0,,1,13,,1,1,2,0,,0,,2,02/02/2022 08:36:08 PM,-122.41613071521,37.7354510545243,POINT (-122.41613071521 37.7354510545243),83,2,2
2662,Market St BETWEEN 04th St AND 05th St,12743,4,0,4,0,,,,2,101,6,1,,1,0,0,0,1,0,0,,,1,0,1,0,,1,1259,1,10/25/2022 05:30:12 PM,-122.406985852143,37.7848973965397,POINT (-122.406985852143 37.7848973965397),19,34,10
4011,Douglass St BETWEEN 19th St AND Seward St,3024,2,0,2,0,,,,0,2,0,2,1,0,0,0,0,0,,0,,,1,0,1,0,,0,,2,02/22/2023 07:11:36 PM,-122.439113024793,37.7584419222952,POINT (-122.439113024793 37.7584419222952),115,38,5
1247,Harrison St BETWEEN 04th St AND 05th St,11082,2,0,2,0,,,,15,14,0,2,1,4,0,0,0,0,,0,,,1,0,1,0,,0,,1,05/23/2022 10:44:58 PM,-122.400742978635,37.7799167598865,POINT (-122.400742978635 37.7799167598865),32,34,10
491,Ocean Ave BETWEEN Victoria St AND Manor Dr,10717,2,0,3,0,,,,13,42,0,3,1,0,0,0,0,1,0,1,110,Recology trash bin,0,0,,0,,1,5,1,02/11/2022 06:47:09 PM,-122.464794443021,37.7261789631535,POINT (-122.464794443021 37.7261789631535),67,41,8
2280,Haight St BETWEEN Central Ave AND Masonic Ave,8943,4,0,3,1,6423,,0,101,76,31,2,1,22,0,0,0,1,0,0,,,0,1,1,0,,1,1295,1,09/09/2022 03:13:46 PM,-122.444497038821,37.7703182757174,POINT (-122.444497038821 37.7703182757174),25,3,11
726,03rd St BETWEEN Cargo Way AND Burke Ave,6451,2,0,3,9,14111120,Most items covered under a tarp,0,0,7,0,2,1,0,0,0,0,1,0,1,13,,1,0,2,1,1,0,,,03/16/2022 05:05:11 PM,-122.387080473631,37.7456219123555,POINT (-122.387080473631 37.7456219123555),76,1,9
3720,Jackson St BETWEEN Montgomery St AND Kearny St,3469,3,0,4,2,3,,0,101,23,1,2,1,1,0,0,0,1,1,0,,,1,0,2,0,,0,,1,02/10/2023 12:06:11 AM,-122.404319749398,37.7963137463972,POINT (-122.404319749398 37.7963137463972),106,6,3
666,Washington St BETWEEN Kearny St AND Grant Ave,15102,2,0,2,1,11,,0,65,9,3,1,,0,0,0,0,1,0,0,,,1,0,3,0,,0,,1,02/22/2022 09:44:15 PM,-122.405730088224,37.7952431863751,POINT (-122.405730088224 37.7952431863751),104,6,3
